Campus,Year,BuildingCode,Room,RoomType,Date,Start,End,BookingType,Department,Booking,Module,Section,Staff
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-23,9:00,12:00,STD,VISA-V,VISA_V 210-W/STD/227,VISA_V 210-W,227,"Ahadi, Mohammad Ali"
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-30,9:00,12:00,STD,VISA-V,VISA_V 210-W/STD/227,VISA_V 210-W,227,"Ahadi, Mohammad Ali"
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-23,16:00,18:00,STD,VISA-V,VISA_V 110-W/STD/L01,VISA_V 110-W,L01, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-30,16:00,18:00,STD,VISA-V,VISA_V 110-W/STD/L01,VISA_V 110-W,L01, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-23,18:00,20:00,STD,VISA-V,VISA_V 110-W/STD/L02,VISA_V 110-W,L02, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-30,18:00,20:00,STD,VISA-V,VISA_V 110-W/STD/L02,VISA_V 110-W,L02, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-24,10:00,12:00,STD,VISA-V,VISA_V 110-W/STD/L03,VISA_V 110-W,L03, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-10-01,10:00,12:00,STD,VISA-V,VISA_V 110-W/STD/L03,VISA_V 110-W,L03, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-24,12:00,14:00,STD,VISA-V,VISA_V 110-W/STD/L04,VISA_V 110-W,L04, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-10-01,12:00,14:00,STD,VISA-V,VISA_V 110-W/STD/L04,VISA_V 110-W,L04, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-24,14:00,16:00,STD,VISA-V,VISA_V 110-W/STD/L05,VISA_V 110-W,L05, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-10-01,14:00,16:00,STD,VISA-V,VISA_V 110-W/STD/L05,VISA_V 110-W,L05, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-09-24,16:00,18:00,STD,VISA-V,VISA_V 110-W/STD/L06,VISA_V 110-W,L06, 
UBCV,2024-2025,BUCH,B125,Restricted,2024-10-01,16:00,18:00,STD,VISA-V,VISA_V 110-W/STD/L06,VISA_V 110-W,L06, 
